book_id,author,book_title,book_wiki_url,count,adaptations,isbn,oclc,valid_identifier,metadata_updated,number_of_pages,subject_places,subjects,publish_date,publish_places,goodreads,gc_title,gc_language_code,gc_average_rating,gc_format,gc_ratings_count,gc_text_reviews_count,title,gc_authors
b_9780316007023_225870345,Dan Simmons,Drood (novel),https://en.wikipedia.org/wiki/Drood_(novel),0,[],9780316007023,225870345,True,True,784.0,"['Cambridge (England)', 'London (England)', 'Manchester', 'Oxford (England)', 'Paris (France)', 'Slough (England)']","['Biographical Fiction', 'Charles Dickens', 'Detective', 'Fiction', 'Historical Fiction', 'History', 'Horror', 'Macabre', 'Metafiction', 'Mystery', 'Thriller', 'Protected DAISY', 'Accessible book']",2009,"['New York, USA']",3222979,Drood,en-US,3.49,Hardcover,12000,1676,Drood,
b_9780140186390_,John Steinbeck,East of Eden (novel),https://en.wikipedia.org/wiki/East_of_Eden_(novel),0,[],9780140186390,,True,True,602.0,"['California', 'Salinas River Valley', 'Salinas, Valle del Río (Califo', 'Salinas', 'Connecticut', 'Massachusetts', 'Northern California', 'Stanford University', 'San Francisco']","['migrant labor', 'historical fiction', 'domestic fiction', 'depravity', 'beneficence', 'love', 'the struggle for acceptance', 'self-destruction', 'guilt', 'freedom', 'literary fiction', 'classics', 'In library', 'Accessible book', 'Fiction', 'OverDrive', 'Twins', 'Novela hogareña', 'Hermanos', 'Brothers', 'Fathers and sons', 'Classic Literature', 'Open Library Staff Picks', 'Sibling rivalry', 'Padre e hijo', 'Novela histórica', 'Rivaldad entre hermanos', 'open_syllabus_project', 'Niños de prostitutas', 'Rural families', 'Children of prostitutes', 'Protected DAISY', 'Ficción', 'Father-son relationship']",1992,['New York'],883438,East of Eden,eng,4.37,Paperback,3107,363,East of Eden,"OrderedDict([('author', [OrderedDict([('id', '585'), ('name', 'John Steinbeck'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1182118389p5/585.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1182118389p2/585.jpg')])), ('link', 'https://www.goodreads.com/author/show/585.John_Steinbeck'), ('average_rating', '3.92'), ('ratings_count', '3362173'), ('text_reviews_count', '93684')]), OrderedDict([('id', '70032'), ('name', 'David Wyatt'), ('role', 'Introduction'), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png')])), ('link', 'https://www.goodreads.com/author/show/70032.David_Wyatt'), ('average_rating', '4.24'), ('ratings_count', '200011'), ('text_reviews_count', '1853')])])])"
b_0394494008_1959473,Michael Crichton,Eaters of the Dead,https://en.wikipedia.org/wiki/Eaters_of_the_Dead,0,[],0394494008,1959473,True,True,193.0,"['Scandinavia', 'Bagdad', 'Volga Bulgars']","['Accessible book', 'Beowulf Adaptations', 'Beowolf', 'Dragons', 'English epic poetry adaptation', 'Fiction', 'Fiction in English', 'Heroes', 'Monsters', 'Northmen', 'Protected DAISY', 'Vikings', 'In library', 'Beowulf', 'Adaptations']",1976,['New York'],1218883,Eaters of the Dead,eng,3.66,Hardcover,115,12,Eaters of the dead,
b_0399143661_37322216,Tom Perrotta,Election (novel),https://en.wikipedia.org/wiki/Election_(novel),0,[],0399143661,37322216,True,True,200.0,['New Jersey'],"['Fiction', 'Youth', 'High school teachers', 'Interpersonal relations', 'High schools', 'Sexual behavior', 'Bildungsromans', 'Accessible book', 'Protected DAISY', 'In library']",1998,['New York'],86724,Election,,3.86,Hardcover,467,68,Election,
b_0064407055_39641341,Gail Carson Levine,Ella Enchanted,https://en.wikipedia.org/wiki/Ella_Enchanted,0,[],0064407055,39641341,True,True,232.0,,"['Fantasy', 'Juvenile fiction', 'Protected DAISY', 'Internet Archive Wishlist', 'Fantasy -- Juvenile fiction']",2006,['New York'],607014,Ella Enchanted,eng,3.98,Paperback,2440,326,Ella enchanted,
b__185039547,Sinclair Lewis,Elmer Gantry,https://en.wikipedia.org/wiki/Elmer_Gantry,0,[],,185039547,True,True,496.0,['United States'],"['Fiction', 'Evangelists', 'Clergy', 'Protestant churches in fiction', 'Protestant churches', 'Evangelists in fiction', 'Accessible book', 'Protected DAISY', 'In library']","December 4, 2007",,1209128,Elmer Gantry,,4.00,Paperback,131,21,Elmer Gantry (Signet Classics),"OrderedDict([('author', [OrderedDict([('id', '7330'), ('name', 'Sinclair Lewis'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1205204856p5/7330.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1205204856p2/7330.jpg')])), ('link', 'https://www.goodreads.com/author/show/7330.Sinclair_Lewis'), ('average_rating', '3.76'), ('ratings_count', '70729'), ('text_reviews_count', '5583')]), OrderedDict([('id', '4328414'), ('name', 'Jason Stevens'), ('role', 'Introduction'), ('image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png')])), ('small_image_url', OrderedDict([('@nophoto', 'true'), ('#text', 'https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png')])), ('link', 'https://www.goodreads.com/author/show/4328414.Jason_Stevens'), ('average_rating', '3.82'), ('ratings_count', '145'), ('text_reviews_count', '27')])])])"
b_0575034831_260149687,J.G. Ballard,Empire of the Sun,https://en.wikipedia.org/wiki/Empire of the Sun,1,['Empire of the Sun'],0575034831,260149687,True,True,278.0,"['Shanghai (China)', 'Shanghai', 'China']","['Fiction', 'World War, 1939-1945', 'Boys', 'History', 'Accessible book', 'Protected DAISY', 'Bildungsromans', 'In library']",1991,['London'],831906,"Empire Of The Sun (Empire of the Sun, #1)",,3.99,Hardcover,72,3,Empire of the sun,
b_0575034831_260149687,J.G. Ballard,Empire of the Sun,https://en.wikipedia.org/wiki/Empire_of_the_Sun,0,[],0575034831,260149687,True,True,278.0,"['Shanghai (China)', 'Shanghai', 'China']","['Fiction', 'World War, 1939-1945', 'Boys', 'History', 'Accessible book', 'Protected DAISY', 'Bildungsromans', 'In library']",1991,['London'],831906,"Empire Of The Sun (Empire of the Sun, #1)",,3.99,Hardcover,72,3,Empire of the sun,
b_0312932081_23355613,Orson Scott Card,Enders Game,https://en.wikipedia.org/wiki/Enders_Game,0,[],0312932081,23355613,True,True,394.0,"['Terre', 'Earth', 'Battle School']","['military education', 'end of the world', 'prize:nebula', 'hegemony', 'space warfare', 'child soldiers', 'Internet Archive Wishlist', 'The Ender Quintet', 'science fiction', 'automation', 'data processing', 'aliens', 'Military art and science', 'Hermanos', 'Maniobras de guerra', 'Brothers and sisters', 'nyt:mass_market_paperback=2011', 'Open Library Staff Picks', 'Accessible book', 'Genetic engineering', 'In library', 'Fiction', 'Hugo Award Winner', 'award:hugo_award=novel', 'Protected DAISY', 'Ficción', 'Ciencia-ficción', 'award:hugo_award=1986', 'War games', 'New York Times bestseller', 'Long Now Manual for Civilizati', 'American Science fiction', ""Children's stories, American"", 'Artificial intelligence', 'Child soldiers', 'Science fiction', 'Ender Wiggin (Fictitious chara']",1991,['New York'],700713,"Ender's Game (Ender's Saga, #1)",eng,4.30,Hardcover,739,83,Ender's Game,
b_0224050311_37706997,Ian McEwan,Enduring Love,https://en.wikipedia.org/wiki/Enduring_Love,0,[],0224050311,37706997,True,False,,,,,,,,,,,,,,
b_0091779235_32626914,Robert   Harris,Enigma (novel),https://en.wikipedia.org/wiki/Enigma_(novel),0,[],0091779235,32626914,True,True,390.0,['Great Britain'],"['World War, 1939-1945', 'Fiction', 'Secret service', 'Cryptography', 'Accessible book', 'Protected DAISY']",1995,['London'],895180,Enigma,eng,3.86,Hardcover,100,14,Enigma,
b_0966621336_52251450,Christopher Paolini,Eragon,https://en.wikipedia.org/wiki/Eragon,0,[],0966621336,52251450,True,True,472.0,,"['Dragones', ""Heather's Pick"", 'Young adult fiction', 'Magic', 'Magia', 'Adventure and adventurers', 'Fantasy fiction', 'Juvenile fiction', 'nyt:series_books=2011-06-11', 'Dragons', 'OverDrive', 'Fantasy', 'Ficción juvenil', 'Novela fantástica', 'New York Times bestseller', 'Fiction', ""Youths' writings"", 'Internet Archive Wishlist']",2002,"['Livingston, Mont']",1190841,"Eragon (Inheritance, #1)",eng,3.89,Paperback,22,3,Eragon,
b_0224060392_41620728,Raymond Briggs,Ethel and Ernest,https://en.wikipedia.org/wiki/Ethel_and_Ernest,0,[],0224060392,41620728,True,True,103.0,,,1999,,1706498,Ethel  Ernest,,4.15,Hardcover,83,23,ETHEL AND ERNEST,
b_9780307931894_972369283,David Levithan,Every Day (novel),https://en.wikipedia.org/wiki/Every_Day_(novel),0,[],9780307931894,972369283,True,True,,,"['Interpersonal relations', 'Fiction', 'Love', 'Internet Archive Wishlist', 'Juvenile fiction']",2012,['New York'],,,,,,,,Every day,
b_9780307931894_972369283,,Every Day_(novel),https://en.wikipedia.org/wiki/Every Day_(novel),1,['Every Day'],9780307931894,972369283,True,True,,,"['Interpersonal relations', 'Fiction', 'Love', 'Internet Archive Wishlist', 'Juvenile fiction']",2012,['New York'],,,,,,,,Every day,
b_9780670300358_7273853,Frank Deford,Everybody's All-American,https://en.wikipedia.org/wiki/Everybody%27s_All-American,0,[],9780670300358,7273853,True,True,314.0,['North Carolina'],"['Fiction', 'Football players', 'Loss (Psychology)', 'Married people']",1981,['New York'],2875569,Everybody's All-American,,3.80,Hardcover,4,0,Everybody's all-American,
b_0618173870_48144414,Jonathan Safran Foer,Everything Is Illuminated,https://en.wikipedia.org/wiki/Everything_Is_Illuminated,0,[],0618173870,48144414,True,True,276.0,['Ukraine'],"['In library', 'Humorous stories', 'Grandfathers', 'Accessible book', 'Novelists', 'Fiction', 'OverDrive', 'Jewish families', 'Literature', 'Americans', 'World War, 1939-1945', 'Protected DAISY', 'Young men', 'Domestic fiction', 'History', 'Luftangriff', 'Vergangenheitsbewältigung', 'Reise', 'World War (1939-1945) fast (OC', 'Amerikaner', 'Familie', 'Juden', 'Stetl']",2002,['Boston'],493967,Everything Is Illuminated,,3.90,Hardcover,676,108,Everything is illuminated,
b_087795609_11159573,Anne Rice,Exit to Eden,https://en.wikipedia.org/wiki/Exit_to_Eden,0,[],087795609,11159573,True,False,,,,,,,,,,,,,,
b_0618329706_57319795,Jonathan Safran Foer,Extremely Loud and Incredibly Close,https://en.wikipedia.org/wiki/Extremely_Loud_and_Incredibly_Close,0,[],0618329706,57319795,True,True,326.0,"['New York', 'NY', 'USA']","['In library', 'Literature', 'Popular Print Disabled Books', 'Fathers and sons', 'nyt:combined_print_fiction=201', 'Gifted persons', 'Fiction', 'Loss (Psychology)', 'OverDrive', 'New York Times bestseller', 'September 11 Terrorist Attacks', 'Protected DAISY', 'Fictional Works Publication Ty', 'September 11 Terrorist Attacks', 'Waisenkind', 'Großeltern', 'Fathers', 'Geborgenheit', 'Metropolitan Museum of Art']",2005,['Boston'],432352,Extremely Loud and Incredibly Close,en-US,3.98,Hardcover,2322,381,Extremely loud & incredibly close,
b_9780743247221_53101079,Ray Bradbury,Fahrenheit 451,https://en.wikipedia.org/wiki/Fahrenheit_451,0,[],9780743247221,53101079,True,True,190.0,,"['Mechanical Hound', 'girl next door', 'Long Now Manual for Civilizati', 'Terrorismo estatal', 'Censura', 'Novela', 'Totalitarismo', 'science fiction', 'political fiction', 'satire', 'Internet Archive Wishlist', 'Zukunft', 'Ebook', 'Accessible Book', 'In Library', 'Protected DAISY', 'fiction', 'State-sponsored terrorism', 'Totalitarianism', 'book burning', 'censorship', 'Book burning', 'Censorship', 'Fiction', 'American Science fiction']",2003,"['New York, USA']",304023,Fahrenheit 451,eng,3.98,Hardcover,929,150,Fahrenheit 451,
b_039480497_,Roald Dahl,Fantastic Mr Fox,https://en.wikipedia.org/wiki/Fantastic_Mr_Fox,0,[],039480497,,True,False,,,,,,,,,,,,,,
b_0671636030_,Ernest K. Gann,Fate Is the Hunter,https://en.wikipedia.org/wiki/Fate_Is_the_Hunter,0,[],0671636030,,True,True,390.0,['United States'],"['Air pilots', 'American Novelists', 'Biography', 'Accessible book', 'Protected DAISY', 'In library', 'personal narratives', 'careers', 'Correspondence', 'reminiscences']",1986,"['New York, USA']",533779,Fate Is the Hunter,eng,4.52,Paperback,1520,146,Fate Is the Hunter,
b_9780241022603_788505364,Raymond Briggs,Father Christmas (comics),https://en.wikipedia.org/wiki/Father_Christmas_(comics),0,[],9780241022603,788505364,True,True,32.0,,"['Cartoons and comics', ""Children's stories"", 'Christmas', 'Fiction', 'Juvenile fiction', 'Père Noël', 'Romans, nouvelles, etc. pour l', 'Santa Claus']",January 1920,,2184848,Father Christmas,eng,4.30,Hardcover,11,2,Father Christmas,
b_0679785892_41049769,,Fear and Loathing in Las Vegas,https://en.wikipedia.org/wiki/Fear and Loathing in Las Vegas,1,['Fear and Loathing in Las Vegas'],0679785892,41049769,True,True,204.0,"['United States', 'Nevada', 'Las Vegas']","['Journalists', 'Biography', 'Drug abuse', 'Accessible book', 'Protected DAISY', 'In library']",1998,['New York'],7745,Fear and Loathing in Las Vegas,eng,4.08,Paperback,262153,4941,Fear and loathing in Las Vegas,"OrderedDict([('author', [OrderedDict([('id', '5237'), ('name', 'Hunter S. Thompson'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1206560814p5/5237.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1206560814p2/5237.jpg')])), ('link', 'https://www.goodreads.com/author/show/5237.Hunter_S_Thompson'), ('average_rating', '4.03'), ('ratings_count', '451728'), ('text_reviews_count', '12532')]), OrderedDict([('id', '14623'), ('name', 'Ralph Steadman'), ('role', 'Illustrator'), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1215291845p5/14623.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1215291845p2/14623.jpg')])), ('link', 'https://www.goodreads.com/author/show/14623.Ralph_Steadman'), ('average_rating', '4.08'), ('ratings_count', '293414'), ('text_reviews_count', '6554')])])])"
b_0679785892_41049769,Hunter S. Thompson,Fear and Loathing in Las Vegas (novel),https://en.wikipedia.org/wiki/Fear_and_Loathing_in_Las_Vegas_(novel),0,[],0679785892,41049769,True,True,204.0,"['United States', 'Nevada', 'Las Vegas']","['Journalists', 'Biography', 'Drug abuse', 'Accessible book', 'Protected DAISY', 'In library']",1998,['New York'],7745,Fear and Loathing in Las Vegas,eng,4.08,Paperback,262153,4941,Fear and loathing in Las Vegas,"OrderedDict([('author', [OrderedDict([('id', '5237'), ('name', 'Hunter S. Thompson'), ('role', None), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1206560814p5/5237.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1206560814p2/5237.jpg')])), ('link', 'https://www.goodreads.com/author/show/5237.Hunter_S_Thompson'), ('average_rating', '4.03'), ('ratings_count', '451728'), ('text_reviews_count', '12532')]), OrderedDict([('id', '14623'), ('name', 'Ralph Steadman'), ('role', 'Illustrator'), ('image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1215291845p5/14623.jpg')])), ('small_image_url', OrderedDict([('@nophoto', 'false'), ('#text', 'https://images.gr-assets.com/authors/1215291845p2/14623.jpg')])), ('link', 'https://www.goodreads.com/author/show/14623.Ralph_Steadman'), ('average_rating', '4.08'), ('ratings_count', '293411'), ('text_reviews_count', '6554')])])])"
b_1857021258_29182005,Akif Pirinçci,Felidae (novel),https://en.wikipedia.org/wiki/Felidae_(novel),0,[],1857021258,29182005,True,True,262.0,,"['Internet Archive Wishlist', 'Cats', 'Fiction']",1993,['London'],,,,,,,,Felidae,
b_0575053151_27897737,Nick Hornby,Fever Pitch,https://en.wikipedia.org/wiki/Fever_Pitch,0,[],0575053151,27897737,True,True,247.0,"['England', 'Great Britain']","['In library', 'Soccer', 'English Authors', 'Sports & Recreations', 'OverDrive', 'Nonfiction', 'Arsenal Football Club', 'Biography & Autobiography', 'Football fans', 'Fiction in Italian', 'Authors, English', 'Soccer fans', 'Biography']",1992,['London'],965337,Fever Pitch Hb,eng,3.73,,59,6,Fever pitch,
b_9780345803498_,E.L. James,Fifty Shades Darker,https://en.wikipedia.org/wiki/Fifty Shades Darker,1,['Fifty Shades Darker'],9780345803498,,True,True,532.0,,"['Fiction', 'Erotic fiction', 'Love stories', 'Sexual dominance and submissio', 'Accessible book', 'Protected DAISY', 'In library', 'Lending library']",2012,['New York'],13536859,"Fifty Shades Darker (Fifty Shades, #2)",en-US,3.85,Paperback,11038,734,Fifty shades darker,
b_0345803507_,E.L. James,Fifty Shades Freed,https://en.wikipedia.org/wiki/Fifty Shades Freed,1,['Fifty Shades Freed'],0345803507,,True,True,578.0,,"['Businesspeople', 'Fiction', 'Sexual dominance and submissio', 'Psychological fiction', 'Erotic fiction', 'Love stories', 'Accessible book', 'Protected DAISY', 'In library', 'Man-woman relationships']",2012,['New York'],13536860,"Fifty Shades Freed (Fifty Shades, #3)",eng,3.86,Paperback,423656,10758,Fifty shades freed,
b_9781612130286_780307033,,Fifty Shades of Grey,https://en.wikipedia.org/wiki/Fifty Shades of Grey,1,['Fifty Shades of Grey'],9781612130286,780307033,True,True,514.0,,,20 June 2011,['united kingdom'],,,,,,,,fifty shade of grey,
b_0393039765_33440073,Chuck Palahniuk,Fight Club (novel),https://en.wikipedia.org/wiki/Fight_Club_(novel),0,[],0393039765,33440073,True,True,208.0,,"['Fiction', 'Millennialism', 'Young men', 'Science fiction', 'Accessible book', 'Protected DAISY', 'In library', 'open_syllabus_project', 'Hand-to-hand fighting', 'Gangs', 'Self-destructive behavior']",1996,['New York'],826179,Fight Club,eng,4.19,Hardcover,1103,121,Fight Club,
b_0393039765_33440073,Chuck Palahniuk,Fight Club_(novel),https://en.wikipedia.org/wiki/Fight Club_(novel),1,['Fight Club'],0393039765,33440073,True,True,208.0,,"['Fiction', 'Millennialism', 'Young men', 'Science fiction', 'Accessible book', 'Protected DAISY', 'In library', 'open_syllabus_project', 'Hand-to-hand fighting', 'Gangs', 'Self-destructive behavior']",1996,['New York'],826179,Fight Club,eng,4.19,Hardcover,1103,121,Fight Club,
b_0826304575_3540470,Edward Abbey,Fire on the Mountain (Abbey novel),https://en.wikipedia.org/wiki/Fire_on_the_Mountain_(Abbey_novel),0,[],0826304575,3540470,True,True,222.0,"['New Mexico', 'United States', 'White Sands Missile Range (N.M']","['In library', 'Grandfathers', 'Eminent domain', 'Fiction']",1990,['Albuquerque'],118538,Fire on the Mountain,eng,3.86,Paperback,19,3,Fire on the mountain,
b_0718115708_2966300,Craig Thomas (author),Firefox (novel),https://en.wikipedia.org/wiki/Firefox_(novel),0,[],0718115708,2966300,True,True,288.0,,"['Cold War', 'Fiction', 'Fiction in English', 'Spies']",1977,['London'],,,,,,,,Firefox,
b_9780670315413_,Stephen King,Firestarter (novel),https://en.wikipedia.org/wiki/Firestarter_(novel),0,[],9780670315413,,True,True,428.0,,"['Fiction', 'Psychokinesis', 'In library', 'Fire', 'Horror', 'OverDrive', 'Psychic ability', 'Protected DAISY', 'Accessible book']",1980,['New York'],1470493,Firestarter,eng,3.87,Hardcover,1084,109,Firestarter,
b_9780670315413_,Stephen King,Firestarter_(novel),https://en.wikipedia.org/wiki/Firestarter_(novel),1,['Firestarter'],9780670315413,,True,True,428.0,,"['Fiction', 'Psychokinesis', 'In library', 'Fire', 'Horror', 'OverDrive', 'Psychic ability', 'Protected DAISY', 'Accessible book']",1980,['New York'],1470493,Firestarter,eng,3.87,Hardcover,1084,109,Firestarter,
b_0214668142_,David Morrell,First Blood (novel),https://en.wikipedia.org/wiki/First_Blood_(novel),0,[],0214668142,,True,True,252.0,,,1972,,21853,First Blood,eng,3.98,Hardcover,5,1,First Blood,
b_0224010956_,Ian McEwan,"First Love, Last Rites","https://en.wikipedia.org/wiki/First_Love,_Last_Rites",0,[],0224010956,,True,True,165.0,['England'],"['Social life and customs', 'England in fiction', 'Fiction', 'English Short stories', 'Short stories']",1975,['London'],1366078,"First Love, Last Rites",,3.66,,0,0,"First love, last rites",
b_0672520206_1196587,Gregory McDonald,Fletch (novel),https://en.wikipedia.org/wiki/Fletch_(novel),0,[],0672520206,1196587,True,True,197.0,,"['Fiction in English', 'OverDrive', 'Fiction', 'Mystery', 'Murder for hire', 'In library', 'Detective and mystery stories', 'Fletch (Fictitious character)', 'Accessible book', 'Private investigators', 'Protected DAISY', 'Large type books']",1974,['Indianapolis'],3236244,"Fletch (Fletch, #1)",,3.91,Hardcover,22,4,Fletch,
b_0446513253_12052967,Gregory McDonald,Fletch Won,https://en.wikipedia.org/wiki/Fletch_Won,0,[],0446513253,12052967,True,True,265.0,['United States'],"['Private investigators', 'Private investigators in ficti', 'Fletch (Fictitious character)', 'Accessible book', 'In library', 'Fiction', 'Protected DAISY', 'Large type books', 'Mothers of presidents']",1985,"['New York, NY']",1911370,"Fletch Won (Fletch, #8)",,3.77,Hardcover,36,9,Fletch won,
b_0870212001_,Stephen Coonts,Flight of the Intruder (novel),https://en.wikipedia.org/wiki/Flight_of_the_Intruder_(novel),0,[],0870212001,,True,True,329.0,,"['Fiction', 'Jake Grafton (Fictitious chara', 'Vietnamese Conflict, 1961-1975', 'Large type books', 'War stories', 'Vietnam War, 1961-1975', 'Protected DAISY', 'In library']",1986,"['Annapolis, Md']",1972181,"Flight of the Intruder (Jake Grafton & Tommy Carmellini Universe, #1)",eng,4.07,Hardcover,88,7,Flight of the Intruder,
b_0439649986_54473063,Wendelin Van Draanen,Flipped (novel),https://en.wikipedia.org/wiki/Flipped_(novel),0,[],0439649986,54473063,True,True,212.0,,"['Conduct of life', 'In library', 'Morale pratique', 'Littérature de jeunesse anglai', 'Accessible book', 'Famille', 'Family life', 'Fiction', 'Self-perception', 'Interpersonal relations', 'Perception de soi', 'Protected DAISY', 'Relations humaines', 'Romans, nouvelles, etc. pour l', 'Junior high school students', 'Families', 'Juvenile fiction']",2001,['New York'],,,,,,,,Flipped,
b_0671825313_21616361,,Flowers in the Attic,https://en.wikipedia.org/wiki/Flowers in the Attic,1,['Flowers in the Attic'],0671825313,21616361,True,False,,,,,,,,,,,,,,
b_0671825313_21616361,V.C. Andrews,Flowers in the Attic,https://en.wikipedia.org/wiki/Flowers_in_the_Attic,0,[],0671825313,21616361,True,False,,,,,,,,,,,,,,
b_0881846953_23080721,Michael Shaara,For Love of the Game,https://en.wikipedia.org/wiki/For_Love_of_the_Game,0,[],0881846953,23080721,True,True,152.0,,"['Large type books', 'Internet Archive Wishlist', 'Protected DAISY']",1991,['New York'],1058165,For Love Of The Game: A Novel,,3.85,Hardcover,19,5,For love of the game,
b_0385231342_,Winston Groom,Forrest Gump (novel),https://en.wikipedia.org/wiki/Forrest_Gump_(novel),0,[],0385231342,,True,True,228.0,,"['Internet Archive Wishlist', 'Young men', 'People with mental disabilitie', 'Fiction', 'Jóvenes (Hombres)', 'Retrasados mentales', 'Ficción', 'Forrest Gump (Fictitious chara', 'Hombres jovenes', 'Novela', 'Personas con discapacidad']",1986,"['Garden City, N.Y']",2260058,Forrest Gump,,4.06,Hardcover,25,2,Forrest Gump,
b_0385231342_,Winston Groom,Forrest Gump_(novel),https://en.wikipedia.org/wiki/Forrest Gump_(novel),1,['Forrest Gump'],0385231342,,True,True,228.0,,"['Internet Archive Wishlist', 'Young men', 'People with mental disabilitie', 'Fiction', 'Jóvenes (Hombres)', 'Retrasados mentales', 'Ficción', 'Forrest Gump (Fictitious chara', 'Hombres jovenes', 'Novela', 'Personas con discapacidad']",1986,"['Garden City, N.Y']",2260058,Forrest Gump,,4.06,Hardcover,25,2,Forrest Gump,
b_0785765948_,Rodman Philbrick,Freak the Mighty,https://en.wikipedia.org/wiki/Freak_the_Mighty,0,[],0785765948,,True,True,,,['Internet Archive Wishlist'],October 1999,,7136943,Freak the Mighty,,4.00,Hardcover,0,0,Freak the Mighty,
b_0060250488_,Mary Rodgers,Freaky Friday,https://en.wikipedia.org/wiki/Freaky_Friday,0,[],0060250488,,True,True,145.0,,"[""Children's stories"", 'Mothers and daughters', 'Juvenile fiction', 'Family', 'Fiction']",1972,['New York'],1071622,Freaky Friday,,3.71,Hardcover,19,1,Freaky Friday,
b_0767900243_38304507,Richard Price,Freedomland (novel),https://en.wikipedia.org/wiki/Freedomland_(novel),0,[],0767900243,38304507,True,True,546.0,['New Jersey'],"['Fiction', 'Unmarried mothers', 'Women journalists', 'Accessible book', 'Protected DAISY', 'In library', 'Mother and child', 'Missing children', 'African American police']",1998,['New York'],2010804,Freedomland,eng,3.58,Hardcover,46,4,Freedomland,
b_039456152_15792039,Fannie Flagg,Fried Green Tomatoes at the Whistle Stop Cafe,https://en.wikipedia.org/wiki/Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,0,[],039456152,15792039,True,False,,,,,,,,,,,,,,
b_0689205864_440951825,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,https://en.wikipedia.org/wiki/From_the_Mixed-Up_Files_of_Mrs._Basil_E._Frankweiler,0,[],0689205864,440951825,True,True,168.0,,"['Museums', 'In library', 'Brothers and sisters', 'Juvenile fiction', 'Fiction', 'Runaways', 'Protected DAISY', 'Metropolitan Museum of Art (Ne', 'Self-reliance', 'History']","November 1, 1970",,1462487,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,en-US,4.15,Hardcover,395,64,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,
b__42623358,Tracy Chevalier,Girl with a Pearl Earring (novel),https://en.wikipedia.org/wiki/Girl_with_a_Pearl_Earring_(novel),0,[],,42623358,True,False,,,,,,,,,,,,,,
b__42623358,,Girl with a Pearl Earring_(novel),https://en.wikipedia.org/wiki/Girl with a Pearl Earring_(novel),1,['Girl with a Pearl Earring'],,42623358,True,False,,,,,,,,,,,,,,
b_0688160956_,Elmore Leonard,Glitz (novel),https://en.wikipedia.org/wiki/Glitz_(novel),0,[],0688160956,,True,True,251.0,"['New Jersey', 'Atlantic City (N.J.)', 'Atlantic City']","['OverDrive', 'Fiction', 'Mystery', 'Police', 'Accessible book', 'Protected DAISY', 'In library']",1998,['New York'],985052,Glitz,,3.75,Paperback,24,2,Glitz,
b__30624122,Erskine Caldwell,God's Little Acre,https://en.wikipedia.org/wiki/God%27s_Little_Acre,0,[],,30624122,True,False,,,,,,,,,,,,,,
b_0345404920_,Jeff Shaara,Gods and Generals (novel),https://en.wikipedia.org/wiki/Gods_and_Generals_(novel),0,[],0345404920,,True,True,498.0,"['Generals', 'Southern States', 'United States']","['In library', 'Generals', 'Popular Print Disabled Books', 'Accessible book', 'Fiction', 'OverDrive', 'United States Civil War, 1861-', 'Historical Fiction', 'Protected DAISY', 'History', 'Internet Archive Wishlist']",1996,['New York'],1188373,Gods and Generals (The Civil War: 1861-1865 #1),eng,4.07,Hardcover,189,22,Gods and generals,
